9,0,-0.010313192,0,0,-0.00841399,0,0,-0.002901897,1,-0.002901897,0.003318079,-0.001007329,0,1,0.003318079,1,-0.015232556,-0.008668549,0,-0.006998104,-0.001366353,-0.004707377,-0.00315297,0.016225366,-0.000732569,0,-0.017224163,-0.004869285,-0.004068837,0.980791116,0,-0.001429954,-0.001249913,0,-0.001429954,-0.002207037,0,0,0,-0.003420012,-0.001429954,-0.002207037,-0.002670305,-0.002207037,0.00916086,-0.00058269,0,-0.002207037,-0.000292927,-0.000292927,-0.002207037,-0.002583745,-0.000483947,-0.002288578,0.004424569,-0.002713119,-0.069989833,-0.001837033,-0.069989833,-0.001451058,-0.002028458,-0.002028458,0,-0.001429954,0.669307472,-0.069989833,-0.011005055,0.003909638,0.00268438,-0.002207037,0.669307472,-0.000843549,0,-0.007763609,-0.000735029,0.01919498,0,0.012656331,0,-0.001954871,-0.003251746,0.001578392,0.015840101,-0.000217225,-0.00058269,-0.001458451,-0.001074267,0.004635961,0.029806263,0.004635961,-0.005949792,-0.001987652,-0.008387827,0.024032744,0.017453204,-0.005463922,-0.00339316,0.017453204,0.109844059,-0.003847295,-0.000483947,-0.001324935,-0.001324935,-0.000955834,-0.003254599,-0.005257557,-0.002083653,-0.00255184,-0.002083653,-0.009992444,-0.000308727,-0.002399549,0.025335741,0.00562817,0.134744934,0.025335741,-0.000301337,0.025068106,-0.001007329,-0.000233133,0.107624613,0.00227875,-0.011016569,0.010049345,0.107701361,0.776509065,0.063787128,0.004603188,0.02462512,0.015608539,-0.004375608,-0.007313292,0.031786262,0.028683503,-0.002721933,-0.004086712,-0.052776693,0.02513657,0.048150721,0.195359476,0.104459368,0.195050009,0.052767326,0.055659879,0.092787195,0.015180134,0.033829045,0.086940663,0
10,0,0.298118197,0,0,0.784571133,0,0,1,-0.002901897,1,0.868675053,-0.010254732,0,-0.002901897,0.868675053,-0.002901897,0.15669638,0.087296911,0,0.066923194,-0.002921624,0.110400297,0.011112197,0.283541194,0.224511909,0,0.189394712,-0.017200562,-0.018603215,0.035225432,0,-0.006432361,-0.005846913,0,-0.006432361,-0.004031468,0,0,0,-0.002328908,-0.006432361,-0.004031468,0.017386338,-0.004031468,0.456640612,-0.003891514,0,-0.004031468,0.032131152,0.032131152,-0.004031468,0.039380455,-0.001843985,-0.017953453,0.009726103,-0.003474215,-0.002232664,-0.00238429,-0.002232664,-0.006972402,-0.015260379,-0.015260379,0,-0.006432361,-0.00375645,-0.002232664,0.050667164,0.853987022,0.010104828,-0.004031468,-0.00375645,-0.021807955,0,0.066118661,-0.007095051,0.552981433,0,0.092064945,0,0.007934475,0.008611563,0.02299629,0.000937267,0.034284973,-0.003891514,-0.023312526,0.092840489,0.0715295,0.036425332,0.0715295,0.054966817,0.012388408,0.075220476,0.057791967,0.070985,0.047141583,0.005367119,0.070985,0.114778022,0.00061095,-0.001843985,0.02906166,0.02906166,-0.001695565,0.022520473,0.056043644,-0.015042277,0.003449419,-0.015042277,0.124643219,-0.004188362,0.005364442,0.345107077,0.991144707,0.178677434,0.345107077,0.013904896,0.007380707,-0.010254732,0.004861829,0.156835511,0.031801778,0.332861489,0.070972564,0.161213683,0.066303434,0.108395294,0.062505895,0.259411446,0.035387387,0.059975201,0.164013454,0.054433071,0.049193487,-0.009685334,0.07367849,0.516397731,-0.013798402,0.052682959,0.135416948,0.153628227,0.132214476,0.061974959,0.072092796,0.180795268,0.069728991,0.040448902,0.053274111,0
11,0,-0.213569339,0,0,0.374588702,0,0,0.868675053,0.003318079,0.868675053,1,-0.0004879,0,0.003318079,1,0.003318079,-0.186848255,-0.251635524,0,-0.182802874,0.042195953,-0.256125311,-0.023563839,-0.227002764,0.310226063,0,-0.304590635,0.032661582,0.022715826,-0.052636492,0,0.005630089,-0.0114366,0,0.005630089,0.005795981,0,0,0,-0.012125962,0.005630089,0.005795981,-0.059673882,0.005795981,0.837389817,0.00715233,0,0.005795981,-0.08113583,-0.08113583,0.005795981,-0.014791308,0.001568128,-0.001480711,-0.053725797,0.000282974,9.91E-06,-0.009211287,9.91E-06,0.006685717,0.000500963,0.000500963,0,0.005630089,0.002401167,9.91E-06,-0.142025335,0.99627542,-0.022242236,0.005795981,0.002401167,0.01688381,0,-0.177072582,0.015908159,0.830678711,0,0.02617064,0,-0.022270086,-0.049924939,-0.061670171,0.012149904,-0.091718502,0.00715233,0.017546886,-0.191560764,-0.187242295,-0.071254045,-0.187242295,-0.144356867,-0.035683928,-0.191866853,-0.103166537,-0.161989526,-0.134006846,-0.023407715,-0.161989526,-0.141406933,-0.048136571,0.001568128,-0.066771655,-0.066771655,0.001534836,-0.083054228,-0.144589225,0.030986524,-0.044319015,0.030986524,-0.15664128,0.026942945,-0.01803295,0.512528492,0.836896067,0.176918617,0.512528492,2.77E-05,0.003950736,-0.0004879,-0.017730232,-0.012356215,0.007196857,0.152983035,-0.181302527,-0.061474613,-0.059935471,-0.098794989,-0.012254388,-0.243035544,-0.048079489,-0.07093813,-0.159255145,-0.103884581,-0.093716716,0.02176619,-0.200568372,0.280146564,0.008997091,-0.041202506,0.003237326,0.077091092,-0.006123347,-0.050315909,-0.03713817,0.047071055,-0.162404806,-0.06057848,-0.096880443,0
12,0,0.002781231,0,0,-0.004253114,0,0,-0.010254732,-0.001007329,-0.010254732,-0.0004879,1,0,-0.001007329,-0.0004879,-0.001007329,-0.002065208,0.038962908,0,-0.057345585,0.663398839,0.126456303,0.919485364,0.03485311,0.356409328,0,0.010685723,0.116786827,0.714041417,0.0379816,0,-0.00416689,0.998266123,0,-0.00416689,-0.003271637,0,0,0,-0.021702433,-0.00416689,-0.003271637,0.042657563,-0.003271637,0.010438885,-0.006228604,0,-0.003271637,-0.136970441,-0.136970441,-0.003271637,-0.05635237,0.007046064,0.531993191,-0.057129302,0.005070628,-0.00157592,0.988919621,-0.00157592,-0.003723928,-0.012446654,-0.012446654,0,-0.00416689,-0.001900489,-0.00157592,-0.122907235,0.036688093,0.057804668,-0.003271637,-0.001900489,0.034220599,0,-0.08440794,-0.027101535,0.312081811,0,-0.065656945,0,0.941422816,-0.050231427,-0.208938977,-0.02812152,-0.193897641,-0.006228604,0.000451765,0.210410277,0.031463529,0.967453424,0.031463529,-0.097045836,-0.015468955,0.084788659,-0.038107364,-0.017035958,0.022387455,0.013524563,-0.017035958,-0.064397667,0.304646762,0.007046064,-0.223357826,-0.223357826,-0.044681909,0.04586277,0.024988685,0.084747576,0.849111666,0.084747576,0.037571596,0.013090798,0.052311374,0.584856683,-0.024231844,0.285719947,0.584856683,0.013660343,0.049934947,1,0.986195761,0.343418897,0.931430755,0.199546734,-0.08943291,0.286071638,-0.068640895,-0.107539018,0.316798578,0.028146898,0.023168284,-0.061953212,0.020932149,0.029773566,0.020412253,0.091878436,0.230721287,0.307405722,0.000555184,-0.005206604,0.06313543,0.184091905,0.050409087,0.00754836,0.040526728,0.34971252,0.060863905,0.043649841,0.154350929,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,-0.010313192,0,0,-0.00841399,0,0,-0.002901897,1,-0.002901897,0.003318079,-0.001007329,0,1,0.003318079,1,-0.015232556,-0.008668549,0,-0.006998104,-0.001366353,-0.004707377,-0.00315297,0.016225366,-0.000732569,0,-0.017224163,-0.004869285,-0.004068837,0.980791116,0,-0.001429954,-0.001249913,0,-0.001429954,-0.002207037,0,0,0,-0.003420012,-0.001429954,-0.002207037,-0.002670305,-0.002207037,0.00916086,-0.00058269,0,-0.002207037,-0.000292927,-0.000292927,-0.002207037,-0.002583745,-0.000483947,-0.002288578,0.004424569,-0.002713119,-0.069989833,-0.001837033,-0.069989833,-0.001451058,-0.002028458,-0.002028458,0,-0.001429954,0.669307472,-0.069989833,-0.011005055,0.003909638,0.00268438,-0.002207037,0.669307472,-0.000843549,0,-0.007763609,-0.000735029,0.01919498,0,0.012656331,0,-0.001954871,-0.003251746,0.001578392,0.015840101,-0.000217225,-0.00058269,-0.001458451,-0.001074267,0.004635961,0.029806263,0.004635961,-0.005949792,-0.001987652,-0.008387827,0.024032744,0.017453204,-0.005463922,-0.00339316,0.017453204,0.109844059,-0.003847295,-0.000483947,-0.001324935,-0.001324935,-0.000955834,-0.003254599,-0.005257557,-0.002083653,-0.00255184,-0.002083653,-0.009992444,-0.000308727,-0.002399549,0.025335741,0.00562817,0.134744934,0.025335741,-0.000301337,0.025068106,-0.001007329,-0.000233133,0.107624613,0.00227875,-0.011016569,0.010049345,0.107701361,0.776509065,0.063787128,0.004603188,0.02462512,0.015608539,-0.004375608,-0.007313292,0.031786262,0.028683503,-0.002721933,-0.004086712,-0.052776693,0.02513657,0.048150721,0.195359476,0.104459368,0.195050009,0.052767326,0.055659879,0.092787195,0.015180134,0.033829045,0.086940663,0
15,0,-0.213569339,0,0,0.374588702,0,0,0.868675053,0.003318079,0.868675053,1,-0.0004879,0,0.003318079,1,0.003318079,-0.186848255,-0.251635524,0,-0.182802874,0.042195953,-0.256125311,-0.023563839,-0.227002764,0.310226063,0,-0.304590635,0.032661582,0.022715826,-0.052636492,0,0.005630089,-0.0114366,0,0.005630089,0.005795981,0,0,0,-0.012125962,0.005630089,0.005795981,-0.059673882,0.005795981,0.837389817,0.00715233,0,0.005795981,-0.08113583,-0.08113583,0.005795981,-0.014791308,0.001568128,-0.001480711,-0.053725797,0.000282974,9.91E-06,-0.009211287,9.91E-06,0.006685717,0.000500963,0.000500963,0,0.005630089,0.002401167,9.91E-06,-0.142025335,0.99627542,-0.022242236,0.005795981,0.002401167,0.01688381,0,-0.177072582,0.015908159,0.830678711,0,0.02617064,0,-0.022270086,-0.049924939,-0.061670171,0.012149904,-0.091718502,0.00715233,0.017546886,-0.191560764,-0.187242295,-0.071254045,-0.187242295,-0.144356867,-0.035683928,-0.191866853,-0.103166537,-0.161989526,-0.134006846,-0.023407715,-0.161989526,-0.141406933,-0.048136571,0.001568128,-0.066771655,-0.066771655,0.001534836,-0.083054228,-0.144589225,0.030986524,-0.044319015,0.030986524,-0.15664128,0.026942945,-0.01803295,0.512528492,0.836896067,0.176918617,0.512528492,2.77E-05,0.003950736,-0.0004879,-0.017730232,-0.012356215,0.007196857,0.152983035,-0.181302527,-0.061474613,-0.059935471,-0.098794989,-0.012254388,-0.243035544,-0.048079489,-0.07093813,-0.159255145,-0.103884581,-0.093716716,0.02176619,-0.200568372,0.280146564,0.008997091,-0.041202506,0.003237326,0.077091092,-0.006123347,-0.050315909,-0.03713817,0.047071055,-0.162404806,-0.06057848,-0.096880443,0
16,0,-0.010313192,0,0,-0.00841399,0,0,-0.002901897,1,-0.002901897,0.003318079,-0.001007329,0,1,0.003318079,1,-0.015232556,-0.008668549,0,-0.006998104,-0.001366353,-0.004707377,-0.00315297,0.016225366,-0.000732569,0,-0.017224163,-0.004869285,-0.004068837,0.980791116,0,-0.001429954,-0.001249913,0,-0.001429954,-0.002207037,0,0,0,-0.003420012,-0.001429954,-0.002207037,-0.002670305,-0.002207037,0.00916086,-0.00058269,0,-0.002207037,-0.000292927,-0.000292927,-0.002207037,-0.002583745,-0.000483947,-0.002288578,0.004424569,-0.002713119,-0.069989833,-0.001837033,-0.069989833,-0.001451058,-0.002028458,-0.002028458,0,-0.001429954,0.669307472,-0.069989833,-0.011005055,0.003909638,0.00268438,-0.002207037,0.669307472,-0.000843549,0,-0.007763609,-0.000735029,0.01919498,0,0.012656331,0,-0.001954871,-0.003251746,0.001578392,0.015840101,-0.000217225,-0.00058269,-0.001458451,-0.001074267,0.004635961,0.029806263,0.004635961,-0.005949792,-0.001987652,-0.008387827,0.024032744,0.017453204,-0.005463922,-0.00339316,0.017453204,0.109844059,-0.003847295,-0.000483947,-0.001324935,-0.001324935,-0.000955834,-0.003254599,-0.005257557,-0.002083653,-0.00255184,-0.002083653,-0.009992444,-0.000308727,-0.002399549,0.025335741,0.00562817,0.134744934,0.025335741,-0.000301337,0.025068106,-0.001007329,-0.000233133,0.107624613,0.00227875,-0.011016569,0.010049345,0.107701361,0.776509065,0.063787128,0.004603188,0.02462512,0.015608539,-0.004375608,-0.007313292,0.031786262,0.028683503,-0.002721933,-0.004086712,-0.052776693,0.02513657,0.048150721,0.195359476,0.104459368,0.195050009,0.052767326,0.055659879,0.092787195,0.015180134,0.033829045,0.086940663,0
17,0,0.685639421,0,0,0.537969857,0,0,0.15669638,-0.015232556,0.15669638,-0.186848255,-0.002065208,0,-0.015232556,-0.186848255,-0.015232556,1,0.944982448,0,0.820387224,0.312011633,0.956457661,-0.174823425,0.697413959,0.35665965,0,0.828251337,0.336987654,0.236247165,0.132949162,0,0.278522921,0.043864516,0,0.278522921,-0.039928861,0,0,0,0.232373905,0.278522921,-0.039928861,0.630687169,-0.039928861,-0.508457764,0.084364249,0,-0.039928861,0.645065166,0.645065166,-0.039928861,0.610547535,0.074178164,0.410704704,0.625040922,0.424217933,0.009963873,-0.067342241,0.009963873,0.273143893,0.478722338,0.478722338,0,0.278522921,-0.003568113,0.009963873,0.803315075,-0.161597094,0.201470306,-0.039928861,-0.003568113,0.43487437,0,0.81792104,0.099946936,-0.156689309,0,0.761537553,0,-0.046886778,0.616596032,0.564954493,0.566726458,0.653621882,0.084364249,0.433938663,0.959614003,0.925277341,0.213901356,0.925277341,0.728765274,0.243332917,0.893257441,0.846129689,0.938643748,0.870017623,0.152241369,0.938643748,0.885302836,0.655354509,0.074178164,0.584333696,0.584333696,0.184130193,0.692069069,0.869668283,0.371375349,0.364241702,0.371375349,0.944678865,0.488744413,0.122981649,0.00588155,0.27315574,0.557360131,0.00588155,0.052199966,0.108283961,-0.002065208,0.133998112,0.823393927,0.29094334,0.866555575,0.929000574,0.870814926,0.486751938,0.788680811,0.566122902,0.781379196,0.592496349,0.843194051,0.855769103,0.716318574,0.702302133,0.41330734,0.879705015,0.412440607,0.473342293,0.741429779,0.807146478,0.665691185,0.814848226,0.77821758,0.399671052,0.77492719,0.863876604,0.129470307,0.845485257,0
18,0,0.674309175,0,0,0.489600415,0,0,0.087296911,-0.008668549,0.087296911,-0.251635524,0.038962908,0,-0.008668549,-0.251635524,-0.008668549,0.944982448,1,0,0.928115046,0.432790698,0.990463791,-0.134364945,0.684081863,0.451145609,0,0.789696729,0.242588518,0.195620723,0.136112688,0,0.01641342,0.082862923,0,0.01641342,-0.01798943,0,0,0,0.301292124,0.01641342,-0.01798943,0.728525336,-0.01798943,-0.548232896,0.182444719,0,-0.01798943,0.552311019,0.552311019,-0.01798943,0.702415414,0.181025094,0.534707824,0.724570584,0.324383044,0.000280379,-0.025736419,0.000280379,0.010853292,0.600285941,0.600285941,0,0.01641342,-0.00604498,0.000280379,0.741992304,-0.215311734,0.302722749,-0.01798943,-0.00604498,0.563168256,0,0.82730509,0.183686101,-0.177989606,0,0.725233884,0,0.020601923,0.709768834,0.460869454,0.503987499,0.563921941,0.182444719,0.561556517,0.947247824,0.936643511,0.249158397,0.936643511,0.85478544,0.353399273,0.8908931,0.862641629,0.95471577,0.837633935,0.198795106,0.95471577,0.829195668,0.711483455,0.181025094,0.47862386,0.47862386,0.251166727,0.793278202,0.847978112,0.280099565,0.451600518,0.280099565,0.947881265,0.610871336,0.227041557,0.058888627,0.203385193,0.644213483,0.058888627,0.075814092,0.21431499,0.038962908,0.176678681,0.86015058,0.334506688,0.843871182,0.928080759,0.90533524,0.438336179,0.704345856,0.351342419,0.778568284,0.401577129,0.701055518,0.921115193,0.487153865,0.51370616,0.34758543,0.961910495,0.367395885,0.598824373,0.825287766,0.789257185,0.767376601,0.798083139,0.852756492,0.431703738,0.832620739,0.948821462,0.144636554,0.871786801,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0.500763341,0,0,0.364830005,0,0,0.066923194,-0.006998104,0.066923194,-0.182802874,-0.057345585,0,-0.006998104,-0.182802874,-0.006998104,0.820387224,0.928115046,0,1,0.423580022,0.884197982,-0.207080915,0.508896065,0.498472056,0,0.613567033,0.127725902,0.053811395,0.105379749,0,-0.012805633,-0.011104079,0,-0.012805633,0.072245102,0,0,0,0.400377183,-0.012805633,0.072245102,0.75021154,0.072245102,-0.402136742,0.463310069,0,0.072245102,0.456706323,0.456706323,0.072245102,0.739212988,0.464197114,0.534844451,0.758235329,0.205938219,0.000349556,-0.11499691,0.000349556,-0.01785063,0.661695688,0.661695688,0,-0.012805633,-0.004788336,0.000349556,0.670964392,-0.142255104,0.560341237,0.072245102,-0.004788336,0.628795114,0,0.827170135,0.459387655,-0.074899671,0,0.655899591,0,-0.033757212,0.747102996,0.342866015,0.419189347,0.459028203,0.463310069,0.62991228,0.822514024,0.876562626,0.120465524,0.876562626,0.986552694,0.614923133,0.82518732,0.868913887,0.894832456,0.826824976,0.304777701,0.894832456,0.793480958,0.731940954,0.464197114,0.358671193,0.358671193,0.507526484,0.819057831,0.850498702,0.170141683,0.385790905,0.170141683,0.894215888,0.67711806,0.488479118,0.220611493,0.175721969,0.674363956,0.220611493,0.16238745,0.48793465,-0.057345585,0.089194741,0.844415468,0.23671693,0.783335994,0.870363511,0.813096792,0.352064534,0.565760795,0.263690652,0.627113992,0.362173958,0.632146324,0.850985666,0.396581677,0.502666307,0.304873003,0.933115137,0.263419251,0.662230327,0.8372486,0.718612139,0.785845739,0.728302999,0.854595864,0.494656115,0.820435669,0.921263615,0.188739062,0.851343694,0
