Problem Code	 Text Size 	 Sol Size 	 Right Ans 	 Difficulty 	 Chapter 	 Chapter Code 	 Test Code
P025196	132	482	b	2	Permutations and Combinations	MTH-11-JEE-08	SB-FT-05-16
P025197	37	429	d	1	Straight Lines	MTH-11-JEE-12	SB-FT-05-16
P025199	53	102	a	1	Complex Numbers	MTH-11-JEE-07	SB-FT-05-16
P025200	140	676	b	3	Complex Numbers	MTH-11-JEE-07	SB-FT-05-16
P025201	169	998	c	2	Conic Sections - II	MTH-11-JEE-14	SB-FT-05-16
P025203	83	396	b	2	Binomial Theorem	MTH-11-JEE-09	SB-FT-05-16
P025204	137	245	b	2	Permutations and Combinations	MTH-11-JEE-08	SB-FT-05-16
P025205	106	303	a	1	Matrices and Determinants	MTH-12-JEE-19	SB-FT-05-16
P025207	145	998	a	3	Probability	MTH-12-JEE-27	SB-FT-05-16
P025209	99	337	b	2	Trigonometry	MTH-11-JEE-03	SB-FT-05-16
P025215	160	346	c	3	Complex Numbers	MTH-11-JEE-07	SB-FT-05-16
P025218	152	632	b	2	Straight Lines	MTH-11-JEE-12	SB-FT-05-16
P025220	61	119	b	1	Straight Lines	MTH-11-JEE-12	SB-FT-05-16
P025223	137	827	d	2	Conic Sections - I	MTH-11-JEE-13	SB-FT-05-16
P025225	32	223	c	2	Indefinite Integration	MTH-12-JEE-22	SB-FT-05-16
P025227	281	502	d	2	Applications of Derivatives	MTH-12-JEE-21	SB-FT-05-16
P025230	175	427	d	2	Definite Integration	MTH-12-JEE-23	SB-FT-05-16
P025233	57	475	b	2	Definite Integration	MTH-12-JEE-23	SB-FT-05-16
P025236	91	626	b	3	Differential Equations	MTH-12-JEE-24	SB-FT-05-16
P025237	84	248	c	2	Differential Equations	MTH-12-JEE-24	SB-FT-05-16
P025239	226	293	b	2	Sequence and Series	MTH-11-JEE-10	SB-FT-05-16
P025242	149	685	a	2	Continuity and Differentiability	MTH-12-JEE-20	SB-FT-05-16
P025246	401	43844	b	2	Trigonometry	MTH-11-JEE-03	SB-FT-05-16
P025249	232	226	c	1	Probability	MTH-12-JEE-27	SB-FT-05-16
P025251	82	257	d	2	Mathematical Reasoning	MTH-11-JEE-15	SB-FT-05-16
P025270	119	1235	c	3	Conic Sections - I	MTH-11-JEE-13	SB-FT-05-16
P025253	157	376	d	2	Statistics	MTH-11-JEE-16	SB-FT-05-16
P025264	88	783	c	3	Limits	MTH-11-JEE-11	SB-FT-05-16
P025256	105	341	a	2	Conic Sections - II	MTH-11-JEE-14	SB-FT-05-16
P024654	271	903	a	2	Mechanical Properties of Fluids	PHY-11-JEE-10	SB-FT-06-16
P024655	10107	534	b	2	Motion in Two Dimensions	PHY-11-JEE-04	SB-FT-06-16
P024657	48507	970	a	3	Work, Power, Energy and Momentum	PHY-11-JEE-06	SB-FT-06-16
P024659	262	828	c	1	Wave Optics	PHY-12-JEE-23	SB-FT-06-16
P024664	262	441	d	1	Magnetism & Matter	PHY-12-JEE-19	SB-FT-06-16
P024666	18029	8885	a	2	Dynamics of Motion	PHY-11-JEE-05	SB-FT-06-16
P024669	14284	11112	a	2	Rotation	PHY-11-JEE-07	SB-FT-06-16
P024673	29050	544	c	2	Work, Power, Energy and Momentum	PHY-11-JEE-06	SB-FT-06-16
P024674	53593	291	a	1	Rotation	PHY-11-JEE-07	SB-FT-06-16
P024677	59914	27311	c	2	Gravitation	PHY-11-JEE-08	SB-FT-06-16
P024682	20306	631	a	3	Oscillations	PHY-11-JEE-13	SB-FT-06-16
P024686	38866	18330	d	2	Oscillations	PHY-11-JEE-13	SB-FT-06-16
P024689	306	483	b	3	Mechanical Properties of Fluids	PHY-11-JEE-10	SB-FT-06-16
P024692	7619	362	a	1	Waves	PHY-11-JEE-14	SB-FT-06-16
P024694	7725	449	a	2	Waves	PHY-11-JEE-14	SB-FT-06-16
P024697	9091	368	b	2	Thermodynamics and Kinetic Theory of Gases	PHY-11-JEE-12	SB-FT-06-16
P024699	195	424	b	1	Waves	PHY-11-JEE-14	SB-FT-06-16
P024702	7989	612	d	2	Thermal Properties of Matter	PHY-11-JEE-11	SB-FT-06-16
P024708	187	319	d	1	Wave Optics	PHY-12-JEE-23	SB-FT-06-16
P024710	37391	22508	c	3	Ray Optics	PHY-12-JEE-22	SB-FT-06-16
P024713	221	533	a	2	Ray Optics	PHY-12-JEE-22	SB-FT-06-16
P024715	197	360	b	1	AC Circuits	PHY-12-JEE-21	SB-FT-06-16
P024719	57423	163	a	1	Current Electricity	PHY-12-JEE-17	SB-FT-06-16
P024721	11345	332	d	2	Semiconductor Electronics	PHY-12-JEE-25	SB-FT-06-16
P024722	12339	659	a	2	Motion in 1D	PHY-11-JEE-02	SB-FT-06-16
P024728	431	353	c	2	Thermodynamics and Kinetic Theory of Gases	PHY-11-JEE-12	SB-FT-06-16
P024729	16550	422	b	1	Work, Power, Energy and Momentum	PHY-11-JEE-06	SB-FT-06-16
P024730	9716	10094	c	2	Electromagnetic Induction	PHY-12-JEE-20	SB-FT-06-16
P024731	163	434	a	2	Electromagnetic Induction	PHY-12-JEE-20	SB-FT-06-16
P024732	15499	1075	a	2	Work, Power, Energy and Momentum	PHY-11-JEE-06	SB-FT-06-16
P025560	160	240	c	2	Basic Concepts of Chemistry	CHM-11-JEE-01	SB-FT-06-16
P025561	106	155	a	2	Periodic Properties of Elements	CHM-11-JEE-03	SB-FT-06-16
P025563	41	139812	c	1	Biomolecules, Polymers and Chemistry in Everyday life 	CHM-12-JEE-29	SB-FT-06-16
P025628	33	42	a	1	Biomolecules, Polymers and Chemistry in Everyday life 	CHM-12-JEE-29	SB-FT-06-16
P025565	119	47466	d	3	Chemical Bonding 	CHM-11-JEE-04	SB-FT-06-16
P025569	165	605	b	2	States of Matter	CHM-11-JEE-05	SB-FT-06-16
P025572	330	47513	a	2	Thermodynamics	CHM-11-JEE-06	SB-FT-06-16
P025579	291	260	a	2	Chemical Equilibrium	CHM-11-JEE-07	SB-FT-06-16
P025580	172	378	a	2	Ionic Equilibrium	CHM-11-JEE-08	SB-FT-06-16
P025623	271	536	b	2	Ionic Equilibrium	CHM-11-JEE-08	SB-FT-06-16
P025584	280	237	d	2	Redox Reactions	CHM-11-JEE-09	SB-FT-06-16
P025586	57	281	c	2	Hydrogen	CHM-11-JEE-10	SB-FT-06-16
P025587	113	88	b	1	S block elements	CHM-11-JEE-11	SB-FT-06-16
P025590	87	10992	c	1	Introduction to Organic Chemistry	CHM-11-JEE-13	SB-FT-06-16
P025592	61	327	a	2	Hydrocarbons	CHM-11-JEE-14	SB-FT-06-16
P025605	4765	267	a	1	Hydrocarbons	CHM-11-JEE-14	SB-FT-06-16
P025607	86	125	d	1	Solid State	CHM-12-JEE-15	SB-FT-06-16
P025616	213	170	b	2	Solutions	CHM-12-JEE-16	SB-FT-06-16
P025610	342	379	c	2	Electrochemistry	CHM-12-JEE-17	SB-FT-06-16
P025614	247	297	d	2	Chemical Kinetics	CHM-12-JEE-18	SB-FT-06-16
P025617	20	78	c	1	Metallurgy	CHM-12-JEE-20	SB-FT-06-16
P025588	35	33	a	1	P - Block Elements - II	CHM-12-JEE-21	SB-FT-06-16
P025619	45	45618	c	2	P - Block Elements - II	CHM-12-JEE-21	SB-FT-06-16
P025621	171	395	c	1	D and F Block Elements	CHM-12-JEE-22	SB-FT-06-16
P025626	112	637	c	2	Coordination Compounds	CHM-12-JEE-23	SB-FT-06-16
P025593	25506	224	a	2	Halogen Derivatives 	CHM-12-JEE-24	SB-FT-06-16
P025599	46	138	a	1	Alcohols, Ethers and Phenols	CHM-12-JEE-25	SB-FT-06-16
P025598	141	501	c	2	Aldehydes and Ketones	CHM-12-JEE-26	SB-FT-06-16
P025601	34339	3482	c	2	Carboxylic Acids and Derivatives	CHM-12-JEE-27	SB-FT-06-16
P025602	105	41216	b	1	Amines	CHM-12-JEE-28	SB-FT-06-16
P025456	197	664	a	2	3 Dimensional Geometry	MTH-12-JEE-26	SB-FT-06-16
P025457	132	1331	b	3	Probability	MTH-12-JEE-27	SB-FT-06-16
P025458	138	305	a	2	Inequalities	MTH-11-JEE-05	SB-FT-06-16
P025459	57	438	c	3	Complex Numbers	MTH-11-JEE-07	SB-FT-06-16
P025461	105	278	c	2	Permutations and Combinations	MTH-11-JEE-08	SB-FT-06-16
P025463	111	1464	c	3	Trigonometry	MTH-11-JEE-03	SB-FT-06-16
P025466	152	38880	a	2	Conic Sections - II	MTH-11-JEE-14	SB-FT-06-16
P025468	132	431	d	2	Conic Sections - II	MTH-11-JEE-14	SB-FT-06-16
P025470	168	12266	c	2	Straight Lines	MTH-11-JEE-12	SB-FT-06-16
P025473	164	326	c	1	Differential Equations	MTH-12-JEE-24	SB-FT-06-16
P025475	207	935	c	3	Continuity and Differentiability	MTH-12-JEE-20	SB-FT-06-16
P025478	158	783	b	2	Conic Sections - I	MTH-11-JEE-13	SB-FT-06-16
P025480	104	620	d	2	Vector Algebra	MTH-12-JEE-25	SB-FT-06-16
P025482	218	323	a	1	Sequence and Series	MTH-11-JEE-10	SB-FT-06-16
P025484	106	559	d	2	Trigonometry	MTH-11-JEE-03	SB-FT-06-16
P025488	128	10131	b	1	Conic Sections - II	MTH-11-JEE-14	SB-FT-06-16
P025490	200	410	d	2	Complex Numbers	MTH-11-JEE-07	SB-FT-06-16
P025492	313	1037	b	3	Definite Integration	MTH-12-JEE-23	SB-FT-06-16
P025494	102	380	a	1	Conic Sections - II	MTH-11-JEE-14	SB-FT-06-16
P025496	269	403	b	1	Applications of Derivatives	MTH-12-JEE-21	SB-FT-06-16
P025498	109	457	c	2	Quadratic Equations	MTH-11-JEE-06	SB-FT-06-16
P025499	244	508	d	2	Binomial Theorem	MTH-11-JEE-09	SB-FT-06-16
P025500	154	273	c	2	Sequence and Series	MTH-11-JEE-10	SB-FT-06-16
P025502	155	325	d	1	Matrices and Determinants	MTH-12-JEE-19	SB-FT-06-16
P025503	94	258	c	1	Inverse Trigonometry 	MTH-12-JEE-18	SB-FT-06-16
P025505	145	452	b	2	Statistics	MTH-11-JEE-16	SB-FT-06-16
P025507	134	63	a	1	Mathematical Reasoning	MTH-11-JEE-15	SB-FT-06-16
P025508	53	244	d	2	Indefinite Integration	MTH-12-JEE-22	SB-FT-06-16
P025509	245	383	b	1	Permutations and Combinations	MTH-11-JEE-08	SB-FT-06-16
P025510	67	567	c	2	Functions 2	MTH-12-JEE-17	SB-FT-06-16
P024564	98	814	d	1	Magnetic Effects of Electric Current	PHY-12-JEE-18	SB-FT-07-16
P024565	10158	656	d	1	Magnetic Effects of Electric Current	PHY-12-JEE-18	SB-FT-07-16
P024567	308	451	d	1	Ray Optics	PHY-12-JEE-22	SB-FT-07-16
P024568	307	785	c	1	Ray Optics	PHY-12-JEE-22	SB-FT-07-16
P024571	191	775	c	1	Oscillations	PHY-11-JEE-13	SB-FT-07-16
P024573	342	367	d	1	Waves	PHY-11-JEE-14	SB-FT-07-16
P024574	136	670	c	1	Modern Physics	PHY-12-JEE-24	SB-FT-07-16
P024576	509	428	a	2	Rotation	PHY-11-JEE-07	SB-FT-07-16
P024577	90168	392	a	1	Motion in Two Dimensions	PHY-11-JEE-04	SB-FT-07-16
P024580	19760	652	a	3	Rotation	PHY-11-JEE-07	SB-FT-07-16
P024582	493	67313	a	1	Dynamics of Motion	PHY-11-JEE-05	SB-FT-07-16
P024586	10746	1205	b	1	Work, Power, Energy and Momentum	PHY-11-JEE-06	SB-FT-07-16
P024587	55452	21511	c	1	Dynamics of Motion	PHY-11-JEE-05	SB-FT-07-16
P024593	74088	24568	a	1	Dynamics of Motion	PHY-11-JEE-05	SB-FT-07-16
P024594	9426	267	a	1	Capacitors	PHY-12-JEE-16	SB-FT-07-16
P024598	483	1478	b	1	Electrostatics	PHY-12-JEE-15	SB-FT-07-16
P024602	193	420	a	1	Capacitors	PHY-12-JEE-16	SB-FT-07-16
P024607	18036	1112	b	1	Current Electricity	PHY-12-JEE-17	SB-FT-07-16
P024609	43510	11237	d	1	Current Electricity	PHY-12-JEE-17	SB-FT-07-16
P024610	14059	225	d	1	Current Electricity	PHY-12-JEE-17	SB-FT-07-16
P024611	7150	933	c	1	Capacitors	PHY-12-JEE-16	SB-FT-07-16
P024617	5717	48488	b	1	Magnetic Effects of Electric Current	PHY-12-JEE-18	SB-FT-07-16
P024619	158	66409	a	1	Gravitation	PHY-11-JEE-08	SB-FT-07-16
P024621	286	168	a	1	Mechanical Properties of Solids	PHY-11-JEE-09	SB-FT-07-16
P024624	10705	375	c	1	Thermal Properties of Matter	PHY-11-JEE-11	SB-FT-07-16
P024641	394	857	d	1	Thermal Properties of Matter	PHY-11-JEE-11	SB-FT-07-16
P024645	374	1019	d	1	Thermal Properties of Matter	PHY-11-JEE-11	SB-FT-07-16
P024647	7171	344	c	1	Thermodynamics and Kinetic Theory of Gases	PHY-11-JEE-12	SB-FT-07-16
P024650	249	568	b	1	Thermodynamics and Kinetic Theory of Gases	PHY-11-JEE-12	SB-FT-07-16
P024651	165	353	b	1	Thermodynamics and Kinetic Theory of Gases	PHY-11-JEE-12	SB-FT-07-16
P025512	149	210	d	1	Fundamentals of Mathematics	MTH-11-JEE-01	SB-FT-07-16
P025528	297	637	d	2	Continuity and Differentiability	MTH-12-JEE-20	SB-FT-07-16
P025530	100	350	a	2	Continuity and Differentiability	MTH-12-JEE-20	SB-FT-07-16
P025533	76	715	b	2	Continuity and Differentiability	MTH-12-JEE-20	SB-FT-07-16
P025534	126	527	b	2	Continuity and Differentiability	MTH-12-JEE-20	SB-FT-07-16
P025536	102	260	a	2	Continuity and Differentiability	MTH-12-JEE-20	SB-FT-07-16
P025537	302	434	a	1	Applications of Derivatives	MTH-12-JEE-21	SB-FT-07-16
P025538	36	511	a	3	Indefinite Integration	MTH-12-JEE-22	SB-FT-07-16
P025540	67	481	c	3	Indefinite Integration	MTH-12-JEE-22	SB-FT-07-16
P025542	100	502	b	3	Indefinite Integration	MTH-12-JEE-22	SB-FT-07-16
P025543	105	732	c	2	Sequence and Series	MTH-11-JEE-10	SB-FT-07-16
P025547	78	1158	c	3	Binomial Theorem	MTH-11-JEE-09	SB-FT-07-16
P025549	114	830	a	3	Binomial Theorem	MTH-11-JEE-09	SB-FT-07-16
P025550	126	491	d	2	Permutations and Combinations	MTH-11-JEE-08	SB-FT-07-16
P025551	121	361	a	1	Sequence and Series	MTH-11-JEE-10	SB-FT-07-16
P025553	149	535	b	1	Sequence and Series	MTH-11-JEE-10	SB-FT-07-16
P025555	124	243	b	1	Sequence and Series	MTH-11-JEE-10	SB-FT-07-16
P025766	93	218	c	1	Quadratic Equations	MTH-11-JEE-06	SB-FT-07-16
P025768	84	316	d	1	Quadratic Equations	MTH-11-JEE-06	SB-FT-07-16
P025769	108	191	b	2	Continuity and Differentiability	MTH-12-JEE-20	SB-FT-07-16
P025774	151	701	b	2	Straight Lines	MTH-11-JEE-12	SB-FT-07-16
P025777	86	392	a	1	Conic Sections - II	MTH-11-JEE-14	SB-FT-07-16
P025778	171	410	b	2	Conic Sections - II	MTH-11-JEE-14	SB-FT-07-16
P025780	101	208	c	1	Straight Lines	MTH-11-JEE-12	SB-FT-07-16
P025785	290	351	d	1	Conic Sections - I	MTH-11-JEE-13	SB-FT-07-16
P025789	71	799	a	1	Conic Sections - I	MTH-11-JEE-13	SB-FT-07-16
P025792	201	810	d	2	Conic Sections - I	MTH-11-JEE-13	SB-FT-07-16
P025795	108	392	b	3	Trigonometry	MTH-11-JEE-03	SB-FT-07-16
P025800	105	288	c	2	Trigonometry	MTH-11-JEE-03	SB-FT-07-16
P025805	110	398	a	2	Quadratic Equations	MTH-11-JEE-06	SB-FT-07-16
P026301	181	284	b	2	Basic Concepts of Chemistry	CHM-11-JEE-01	SB-FT-07-16
P026293	180	199	b	2	Atomic Structure 	CHM-11-JEE-02	SB-FT-07-16
P026330	32	655	b	2	Periodic Properties of Elements	CHM-11-JEE-03	SB-FT-07-16
P026303	68	165	a	1	Chemical Bonding 	CHM-11-JEE-04	SB-FT-07-16
P026340	48	34	b	2	States of Matter	CHM-11-JEE-05	SB-FT-07-16
P026307	193	360	c	2	Chemical Equilibrium	CHM-11-JEE-07	SB-FT-07-16
P026346	206	237	b	2	Thermodynamics	CHM-11-JEE-06	SB-FT-07-16
P026324	220	296	b	2	Ionic Equilibrium	CHM-11-JEE-08	SB-FT-07-16
P026326	59	116	c	1	Redox Reactions	CHM-11-JEE-09	SB-FT-07-16
P026333	376	13940	c	2	Redox Reactions	CHM-11-JEE-09	SB-FT-07-16
P026329	105	55	d	1	P block - I	CHM-11-JEE-12	SB-FT-07-16
P026334	53	0	a	1	S block elements	CHM-11-JEE-11	SB-FT-07-16
P026291	6392	112	c	2	Introduction to Organic Chemistry	CHM-11-JEE-13	SB-FT-07-16
P026287	195	73	c	2	Hydrocarbons	CHM-11-JEE-14	SB-FT-07-16
P026321	69	0	b	1	Solid State	CHM-12-JEE-15	SB-FT-07-16
P026335	76	0	c	2	Solid State	CHM-12-JEE-15	SB-FT-07-16
P026339	187	271	c	2	Solutions	CHM-12-JEE-16	SB-FT-07-16
P026318	292	169	b	2	Electrochemistry	CHM-12-JEE-17	SB-FT-07-16
P026310	286	651	b	2	Chemical Kinetics	CHM-12-JEE-18	SB-FT-07-16
P026342	49	91	a	1	Surface Chemistry	CHM-12-JEE-19	SB-FT-07-16
P026331	44	0	b	1	Metallurgy	CHM-12-JEE-20	SB-FT-07-16
P026316	110	0	b	2	D and F Block Elements	CHM-12-JEE-22	SB-FT-07-16
P026314	159	63	d	2	Coordination Compounds	CHM-12-JEE-23	SB-FT-07-16
P026279	31	132	b	1	Halogen Derivatives 	CHM-12-JEE-24	SB-FT-07-16
P026259	95	341	a	1	Alcohols, Ethers and Phenols	CHM-12-JEE-25	SB-FT-07-16
P026275	92	327	c	2	Alcohols, Ethers and Phenols	CHM-12-JEE-25	SB-FT-07-16
P026266	82	316	d	1	Aldehydes and Ketones	CHM-12-JEE-26	SB-FT-07-16
P026347	91	90	d	2	Aldehydes and Ketones	CHM-12-JEE-26	SB-FT-07-16
P026272	60	9609	d	1	Carboxylic Acids and Derivatives	CHM-12-JEE-27	SB-FT-07-16
P026268	58	0	a	1	Biomolecules, Polymers and Chemistry in Everyday life 	CHM-12-JEE-29	SB-FT-07-16
P024504	112	212	c	1	Waves	PHY-11-JEE-14	SB-FT-08-16
P024505	12531	755	b	1	Dynamics of Motion	PHY-11-JEE-05	SB-FT-08-16
P024506	8074	22002	d	1	Dynamics of Motion	PHY-11-JEE-05	SB-FT-08-16
P024508	46416	161	a	1	Dynamics of Motion	PHY-11-JEE-05	SB-FT-08-16
P024511	272	365	d	1	Work, Power, Energy and Momentum	PHY-11-JEE-06	SB-FT-08-16
P024512	314	11300	b	1	Work, Power, Energy and Momentum	PHY-11-JEE-06	SB-FT-08-16
P024520	18214	12370	c	1	Rotation	PHY-11-JEE-07	SB-FT-08-16
P024522	5764	236	b	3	Rotation	PHY-11-JEE-07	SB-FT-08-16
P024524	29187	14436	b	1	Oscillations	PHY-11-JEE-13	SB-FT-08-16
P024525	20532	46	a	1	Mechanical Properties of Solids	PHY-11-JEE-09	SB-FT-08-16
P024527	8227	329	b	1	Waves	PHY-11-JEE-14	SB-FT-08-16
P024529	334	534	c	1	Waves	PHY-11-JEE-14	SB-FT-08-16
P024530	11347	102	c	1	Thermodynamics and Kinetic Theory of Gases	PHY-11-JEE-12	SB-FT-08-16
P024531	17247	198	b	1	Ray Optics	PHY-12-JEE-22	SB-FT-08-16
P024533	15237	13754	c	1	Ray Optics	PHY-12-JEE-22	SB-FT-08-16
P024534	10297	375	a	1	Ray Optics	PHY-12-JEE-22	SB-FT-08-16
P024536	17529	226	a	1	Electrostatics	PHY-12-JEE-15	SB-FT-08-16
P024537	192	195	b	1	Electrostatics	PHY-12-JEE-15	SB-FT-08-16
P024538	499	405	c	1	Electromagnetic Induction	PHY-12-JEE-20	SB-FT-08-16
P024540	201	120	b	1	Electrostatics	PHY-12-JEE-15	SB-FT-08-16
P024542	80596	274	a	1	Current Electricity	PHY-12-JEE-17	SB-FT-08-16
P024544	21989	316	b	1	Current Electricity	PHY-12-JEE-17	SB-FT-08-16
P024545	20961	250	c	1	Capacitors	PHY-12-JEE-16	SB-FT-08-16
P024547	57776	287	d	1	Current Electricity	PHY-12-JEE-17	SB-FT-08-16
P024549	18275	356	d	1	Current Electricity	PHY-12-JEE-17	SB-FT-08-16
P024552	20426	327	b	1	Current Electricity	PHY-12-JEE-17	SB-FT-08-16
P024554	11135	190	b	1	Semiconductor Electronics	PHY-12-JEE-25	SB-FT-08-16
P024555	234	176	b	1	Mechanical Properties of Fluids	PHY-11-JEE-10	SB-FT-08-16
P024557	40401	104	c	1	Modern Physics	PHY-12-JEE-24	SB-FT-08-16
P024559	79325	205	c	1	AC Circuits	PHY-12-JEE-21	SB-FT-08-16
P026216	70	295	a	2	Hydrocarbons	CHM-11-JEE-14	SB-FT-08-16
P026218	39	95	a	2	Thermodynamics	CHM-11-JEE-06	SB-FT-08-16
P026219	39	30	b	1	Biomolecules, Polymers and Chemistry in Everyday life 	CHM-12-JEE-29	SB-FT-08-16
P026220	131	251	b	2	Periodic Properties of Elements	CHM-11-JEE-03	SB-FT-08-16
P026222	62	4	b	2	Amines	CHM-12-JEE-28	SB-FT-08-16
P026226	271	235	b	2	Halogen Derivatives 	CHM-12-JEE-24	SB-FT-08-16
P026227	148	433	d	2	States of Matter	CHM-11-JEE-05	SB-FT-08-16
P026229	62	0	b	1	S block elements	CHM-11-JEE-11	SB-FT-08-16
P026230	151	0	c	2	D and F Block Elements	CHM-12-JEE-22	SB-FT-08-16
P026241	67	95	a	2	Coordination Compounds	CHM-12-JEE-23	SB-FT-08-16
P026242	119	105	b	2	Surface Chemistry	CHM-12-JEE-19	SB-FT-08-16
P026245	158	384	a	2	Basic Concepts of Chemistry	CHM-11-JEE-01	SB-FT-08-16
P026249	315	87	b	2	Alcohols, Ethers and Phenols	CHM-12-JEE-25	SB-FT-08-16
P026256	389	601	b	2	Electrochemistry	CHM-12-JEE-17	SB-FT-08-16
P026258	244	572	d	2	Redox Reactions	CHM-11-JEE-09	SB-FT-08-16
P026265	68	0	c	1	Biomolecules, Polymers and Chemistry in Everyday life 	CHM-12-JEE-29	SB-FT-08-16
P026267	90	228	d	2	Introduction to Organic Chemistry	CHM-11-JEE-13	SB-FT-08-16
P026269	83	154	b	2	Solid State	CHM-12-JEE-15	SB-FT-08-16
P026270	119	0	b	2	Metallurgy	CHM-12-JEE-20	SB-FT-08-16
P026273	91	60	d	2	P - Block Elements - II	CHM-12-JEE-21	SB-FT-08-16
P026274	100	63	c	2	Chemical Bonding 	CHM-11-JEE-04	SB-FT-08-16
P026276	222	78	a	2	Carboxylic Acids and Derivatives	CHM-12-JEE-27	SB-FT-08-16
P026280	316	117	d	2	Chemical Kinetics	CHM-12-JEE-18	SB-FT-08-16
P026286	130	132	a	2	Solutions	CHM-12-JEE-16	SB-FT-08-16
P026288	384	227	a	2	Chemical Equilibrium	CHM-11-JEE-07	SB-FT-08-16
P026290	280	0	d	2	Ionic Equilibrium	CHM-11-JEE-08	SB-FT-08-16
P026292	169	117	b	2	Atomic Structure 	CHM-11-JEE-02	SB-FT-08-16
P026294	73	0	d	2	Hydrogen	CHM-11-JEE-10	SB-FT-08-16
P026295	64	135	a	2	Alcohols, Ethers and Phenols	CHM-12-JEE-25	SB-FT-08-16
P026297	216	248	b	2	Aldehydes and Ketones	CHM-12-JEE-26	SB-FT-08-16
P025809	367	471	b	2	Applications of Derivatives	MTH-12-JEE-21	SB-FT-08-16
P025814	202	333	c	2	Indefinite Integration	MTH-12-JEE-22	SB-FT-08-16
P025818	68	716	c	2	Definite Integration	MTH-12-JEE-23	SB-FT-08-16
P025821	129	165	d	2	Definite Integration	MTH-12-JEE-23	SB-FT-08-16
P025823	107	146	c	1	Definite Integration	MTH-12-JEE-23	SB-FT-08-16
P025827	134	587	a	1	Definite Integration	MTH-12-JEE-23	SB-FT-08-16
P025829	77	136	c	1	Differential Equations	MTH-12-JEE-24	SB-FT-08-16
P025830	81	249	d	2	Differential Equations	MTH-12-JEE-24	SB-FT-08-16
P025834	119	350	c	2	Applications of Derivatives	MTH-12-JEE-21	SB-FT-08-16
P025838	54	229	d	1	Limits	MTH-11-JEE-11	SB-FT-08-16
P025849	190	656	a	1	Permutations and Combinations	MTH-11-JEE-08	SB-FT-08-16
P025854	138	1075	a	3	Sequence and Series	MTH-11-JEE-10	SB-FT-08-16
P025859	111	582	a	2	Sequence and Series	MTH-11-JEE-10	SB-FT-08-16
P025867	150	316	d	2	Sequence and Series	MTH-11-JEE-10	SB-FT-08-16
P025871	120	641	a	3	Permutations and Combinations	MTH-11-JEE-08	SB-FT-08-16
P025874	190	346	d	2	Quadratic Equations	MTH-11-JEE-06	SB-FT-08-16
P025880	110	253	a	2	Quadratic Equations	MTH-11-JEE-06	SB-FT-08-16
P025883	287	300	c	2	Probability	MTH-12-JEE-27	SB-FT-08-16
P025886	59	379	a	2	Binomial Theorem	MTH-11-JEE-09	SB-FT-08-16
P025894	457	827	b	2	Permutations and Combinations	MTH-11-JEE-08	SB-FT-08-16
P025897	129	259	d	1	Straight Lines	MTH-11-JEE-12	SB-FT-08-16
P025902	50	936	c	1	Straight Lines	MTH-11-JEE-12	SB-FT-08-16
P025903	152	520	c	1	Conic Sections - II	MTH-11-JEE-14	SB-FT-08-16
P025907	199	433	c	2	Complex Numbers	MTH-11-JEE-07	SB-FT-08-16
P025912	138	519	a	2	Complex Numbers	MTH-11-JEE-07	SB-FT-08-16
P025921	113	705	b	2	Trigonometry	MTH-11-JEE-03	SB-FT-08-16
P025927	113	698	b	3	Trigonometry	MTH-11-JEE-03	SB-FT-08-16
P025934	79	434	d	2	Inequalities	MTH-11-JEE-05	SB-FT-08-16
P025940	58	452	c	1	Inequalities	MTH-11-JEE-05	SB-FT-08-16
P025943	128	101	c	1	Inequalities	MTH-11-JEE-05	SB-FT-08-16
P026746	187	127	a	1	Motion in Two Dimensions	PHY-11-JEE-04	SB-FT-09-16
P026748	230	148	a	1	Dynamics of Motion	PHY-11-JEE-05	SB-FT-09-16
P026755	7777	703	b	1	Magnetic Effects of Electric Current	PHY-12-JEE-18	SB-FT-09-16
P026758	240	4307	c	1	Ray Optics	PHY-12-JEE-22	SB-FT-09-16
P026762	158	88	d	1	Modern Physics	PHY-12-JEE-24	SB-FT-09-16
P026764	199	92	d	1	Electromagnetic Induction	PHY-12-JEE-20	SB-FT-09-16
P026771	232	127	a	1	Capacitors	PHY-12-JEE-16	SB-FT-09-16
P026775	259	365	c	1	Gravitation	PHY-11-JEE-08	SB-FT-09-16
P026778	12365	621	c	1	Thermodynamics and Kinetic Theory of Gases	PHY-11-JEE-12	SB-FT-09-16
P026781	6822	8184	a	1	Capacitors	PHY-12-JEE-16	SB-FT-09-16
P026786	463	162	d	1	Mechanical Properties of Fluids	PHY-11-JEE-10	SB-FT-09-16
P026787	105	44	c	1	Magnetic Effects of Electric Current	PHY-12-JEE-18	SB-FT-09-16
P026793	450	12853	a	1	Waves	PHY-11-JEE-14	SB-FT-09-16
P026798	266	372	a	1	Work, Power, Energy and Momentum	PHY-11-JEE-06	SB-FT-09-16
P026803	234	126	a	1	Electromagnetic Induction	PHY-12-JEE-20	SB-FT-09-16
P026805	162	44	b	1	Modern Physics	PHY-12-JEE-24	SB-FT-09-16
P026812	147	295	d	1	Motion in 1D	PHY-11-JEE-02	SB-FT-09-16
P026813	174	438	c	1	Thermal Properties of Matter	PHY-11-JEE-11	SB-FT-09-16
P027076	258	294	c	2	Gravitation	PHY-11-JEE-08	SB-FT-09-16
